fixed acidity,residual sugar,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol,type
Medium,High,High,High,MediumLow,Medium,MediumLow,White
Medium,High,High,Medium,MediumLow,MediumHigh,MediumHigh,White
High,Medium,MediumLow,MediumLow,High,High,High,Red
MediumHigh,MediumLow,Medium,MediumLow,MediumHigh,MediumLow,MediumHigh,White
High,Medium,MediumLow,MediumLow,MediumLow,High,MediumLow,Red
High,High,MediumHigh,High,Medium,MediumLow,High,White
MediumHigh,Medium,MediumLow,MediumLow,High,MediumHigh,High,Red
Medium,Medium,MediumLow,MediumLow,High,High,MediumLow,Red
Medium,Medium,Medium,Medium,MediumHigh,MediumHigh,High,White
MediumHigh,High,MediumHigh,High,MediumHigh,MediumHigh,MediumHigh,White
Medium,MediumLow,MediumHigh,High,Medium,Medium,Medium,White
MediumHigh,High,MediumHigh,High,MediumLow,Medium,MediumLow,White
High,MediumLow,MediumLow,MediumLow,High,MediumLow,Medium,White
MediumHigh,MediumHigh,MediumHigh,Medium,Medium,MediumLow,High,White
Medium,High,MediumHigh,MediumHigh,MediumLow,Medium,Medium,White
MediumHigh,MediumLow,MediumLow,High,Medium,High,High,White
Medium,Medium,High,MediumHigh,High,Medium,MediumHigh,White
Medium,MediumHigh,Medium,MediumHigh,MediumLow,High,MediumHigh,White
Medium,MediumHigh,MediumHigh,Medium,MediumLow,MediumLow,High,White
Medium,High,MediumHigh,MediumHigh,MediumHigh,Medium,Medium,White
MediumHigh,High,High,High,Medium,MediumLow,High,White
Medium,MediumHigh,MediumHigh,High,MediumLow,Medium,Medium,White
Medium,High,High,High,Medium,Medium,MediumLow,White
MediumLow,MediumLow,Medium,Medium,High,Medium,Medium,White
Medium,High,High,High,MediumHigh,High,Medium,White
High,Medium,MediumLow,MediumLow,MediumLow,Medium,Medium,Red
High,Medium,MediumLow,Medium,MediumHigh,Medium,High,White
MediumHigh,MediumHigh,Medium,Medium,High,MediumLow,High,White
Medium,MediumHigh,High,High,MediumLow,High,Medium,White
MediumHigh,High,MediumHigh,High,MediumLow,MediumHigh,Medium,White
Medium,High,High,Medium,Medium,MediumLow,Medium,White
MediumHigh,MediumHigh,MediumHigh,High,Medium,Medium,High,White
Medium,High,Medium,MediumLow,High,High,Medium,Red
MediumHigh,MediumLow,MediumHigh,MediumHigh,MediumLow,Medium,MediumHigh,White
Medium,Medium,Medium,MediumLow,High,High,Medium,Red
MediumHigh,High,High,High,MediumLow,MediumHigh,MediumLow,White
High,Medium,MediumHigh,MediumLow,High,High,MediumHigh,Red
Medium,MediumHigh,MediumLow,Medium,MediumLow,Medium,Medium,White
MediumLow,MediumLow,MediumLow,MediumLow,High,High,MediumHigh,White
Medium,Medium,Medium,High,High,High,High,White
High,High,High,High,Medium,Medium,Medium,White
MediumHigh,High,MediumHigh,High,MediumHigh,MediumHigh,MediumHigh,White
MediumLow,MediumLow,MediumHigh,MediumHigh,Medium,Medium,MediumLow,White
MediumHigh,High,MediumHigh,MediumHigh,MediumLow,MediumHigh,MediumLow,White
Medium,High,Medium,High,MediumLow,MediumLow,MediumLow,White
High,MediumLow,MediumLow,MediumLow,Medium,MediumHigh,High,Red
High,MediumLow,Medium,Medium,MediumLow,High,MediumHigh,White
MediumHigh,MediumHigh,MediumHigh,MediumHigh,Medium,MediumHigh,High,White
High,Medium,MediumHigh,MediumHigh,MediumHigh,MediumHigh,Medium,Red
MediumHigh,Medium,Medium,MediumHigh,Medium,MediumHigh,Medium,White
Medium,High,MediumHigh,MediumHigh,MediumHigh,MediumLow,MediumLow,White
High,Medium,MediumHigh,MediumHigh,Medium,High,Medium,Red
High,MediumLow,Medium,MediumHigh,Medium,MediumHigh,Medium,White
High,Medium,Medium,MediumLow,High,MediumHigh,Medium,Red
High,Medium,MediumLow,Medium,Medium,High,Medium,Red
Medium,MediumHigh,Medium,MediumLow,High,Medium,MediumHigh,Red
MediumHigh,High,High,High,MediumHigh,High,MediumLow,White
Medium,MediumLow,High,MediumHigh,High,MediumLow,MediumHigh,White
MediumHigh,MediumHigh,MediumHigh,Medium,MediumLow,MediumLow,High,White
Medium,High,Medium,Medium,Medium,MediumHigh,MediumHigh,White
MediumHigh,MediumHigh,MediumHigh,Medium,Medium,MediumLow,MediumHigh,White
MediumLow,MediumHigh,MediumLow,MediumLow,Medium,Medium,High,White
MediumLow,High,High,High,Medium,Medium,MediumLow,White
High,Medium,Medium,High,MediumHigh,High,Medium,White
Medium,MediumLow,MediumHigh,Medium,MediumHigh,High,MediumHigh,White
Medium,MediumLow,MediumHigh,Medium,MediumLow,MediumHigh,High,White
MediumHigh,Medium,MediumLow,MediumHigh,Medium,Medium,High,White
MediumHigh,MediumHigh,Medium,Medium,Medium,MediumHigh,High,White
MediumLow,High,High,High,MediumLow,MediumLow,MediumLow,White
Medium,MediumHigh,MediumLow,MediumLow,MediumLow,High,High,White
MediumHigh,MediumLow,Medium,MediumHigh,MediumLow,MediumHigh,Medium,White
MediumHigh,MediumLow,MediumHigh,High,Medium,MediumHigh,MediumHigh,White
Medium,MediumLow,Medium,Medium,MediumHigh,MediumLow,Medium,White
Medium,MediumLow,MediumHigh,MediumHigh,High,High,Medium,White
MediumLow,MediumLow,High,MediumHigh,High,Medium,Medium,White
MediumHigh,Medium,MediumLow,MediumLow,MediumHigh,High,High,Red
MediumHigh,High,High,High,MediumLow,Medium,MediumLow,White
High,Medium,Medium,MediumLow,MediumHigh,High,MediumHigh,Red
MediumLow,High,Medium,Medium,MediumLow,MediumLow,MediumHigh,White
High,Medium,MediumLow,Medium,MediumHigh,MediumHigh,MediumHigh,White
MediumHigh,Medium,MediumHigh,MediumLow,High,MediumHigh,Medium,Red
MediumLow,Medium,MediumLow,MediumHigh,High,Medium,Medium,White
Medium,MediumLow,Medium,High,MediumLow,MediumHigh,MediumLow,White
MediumLow,High,High,High,Medium,MediumLow,MediumLow,White
MediumLow,Medium,MediumLow,MediumLow,Medium,MediumHigh,MediumHigh,White
MediumLow,High,Medium,Medium,Medium,MediumLow,MediumHigh,White
High,Medium,MediumLow,MediumLow,MediumHigh,High,High,Red
High,MediumLow,MediumHigh,Medium,MediumLow,MediumLow,MediumHigh,White
MediumHigh,High,High,MediumHigh,MediumLow,MediumLow,MediumLow,White
High,Medium,Medium,Medium,Medium,MediumHigh,Medium,Red
Medium,MediumHigh,MediumHigh,High,Medium,MediumHigh,Medium,White
Medium,High,High,MediumHigh,MediumHigh,MediumLow,High,White
MediumLow,High,High,High,MediumHigh,MediumHigh,Medium,White
Medium,MediumLow,MediumLow,MediumLow,High,MediumLow,MediumHigh,White
High,Medium,MediumLow,MediumLow,MediumHigh,MediumHigh,MediumHigh,Red
Medium,Medium,MediumHigh,MediumHigh,MediumHigh,MediumLow,High,White
MediumHigh,MediumLow,Medium,MediumHigh,Medium,MediumHigh,MediumHigh,White
MediumLow,MediumLow,Medium,MediumHigh,MediumLow,MediumLow,MediumHigh,White
High,Medium,MediumLow,MediumLow,High,High,MediumHigh,Red
MediumLow,MediumHigh,MediumHigh,Medium,High,Medium,High,White
High,MediumLow,MediumLow,MediumLow,Medium,MediumHigh,MediumLow,Red
MediumLow,High,MediumLow,MediumHigh,Medium,MediumHigh,MediumHigh,White
MediumHigh,High,High,High,MediumLow,Medium,MediumLow,White
MediumHigh,High,High,High,MediumLow,MediumLow,MediumLow,White
High,High,High,MediumHigh,Medium,Medium,MediumHigh,White
MediumHigh,High,High,High,Medium,High,Medium,White
High,Medium,Medium,MediumHigh,MediumLow,MediumHigh,MediumHigh,White
MediumHigh,MediumHigh,High,High,Medium,MediumHigh,Medium,White
MediumLow,MediumHigh,MediumHigh,MediumHigh,Medium,MediumLow,High,White
Medium,Medium,MediumLow,MediumLow,High,High,MediumHigh,Red
High,High,MediumHigh,High,Medium,MediumHigh,Medium,White
Medium,High,High,High,MediumHigh,High,Medium,White
MediumLow,Medium,Medium,MediumHigh,High,High,High,White
MediumLow,MediumLow,Medium,Medium,MediumHigh,MediumLow,MediumLow,White
MediumLow,MediumLow,Medium,MediumLow,High,MediumHigh,MediumHigh,Red
MediumLow,High,MediumHigh,MediumHigh,MediumHigh,Medium,MediumLow,White
MediumHigh,MediumHigh,High,MediumHigh,MediumHigh,MediumLow,MediumHigh,White
Medium,MediumLow,MediumHigh,MediumLow,High,High,Medium,Red
Medium,MediumHigh,MediumHigh,High,MediumHigh,High,High,White
Medium,MediumHigh,Medium,MediumLow,MediumHigh,MediumHigh,MediumHigh,White
Medium,Medium,Medium,MediumLow,High,High,Medium,Red
Medium,MediumHigh,Medium,Medium,MediumHigh,MediumHigh,High,White
High,High,MediumHigh,High,Medium,Medium,MediumLow,White
MediumHigh,Medium,MediumLow,MediumLow,MediumHigh,MediumHigh,MediumHigh,Red
Medium,MediumHigh,High,Medium,MediumLow,MediumHigh,MediumHigh,White
MediumHigh,MediumHigh,Medium,MediumHigh,MediumLow,High,MediumHigh,White
Medium,MediumHigh,High,High,MediumHigh,MediumHigh,MediumHigh,White
MediumLow,MediumLow,Medium,MediumHigh,High,MediumHigh,Medium,White
Medium,MediumLow,MediumHigh,MediumHigh,High,Medium,Medium,White
High,MediumLow,Medium,Medium,High,Medium,Medium,Red
High,MediumHigh,High,High,MediumHigh,MediumHigh,Medium,White
Medium,Medium,MediumHigh,Medium,MediumLow,MediumHigh,High,White
Medium,High,Medium,Medium,High,MediumHigh,Medium,White
MediumHigh,Medium,MediumLow,MediumLow,High,High,High,Red
Medium,MediumHigh,MediumLow,Medium,MediumHigh,Medium,MediumHigh,White
MediumLow,MediumHigh,MediumHigh,MediumHigh,MediumHigh,MediumLow,High,White
High,MediumLow,MediumLow,MediumLow,Medium,Medium,High,Red
High,Medium,MediumLow,MediumLow,MediumHigh,High,MediumHigh,Red
MediumHigh,Medium,MediumLow,MediumLow,High,MediumLow,High,Red
High,Medium,Medium,MediumHigh,MediumLow,Medium,Medium,White
Medium,High,Medium,MediumHigh,High,High,MediumHigh,White
MediumLow,Medium,MediumLow,MediumHigh,MediumLow,Medium,MediumLow,White
High,MediumHigh,MediumLow,Medium,High,High,Medium,White
MediumLow,MediumHigh,MediumHigh,Medium,MediumHigh,MediumLow,MediumLow,White
MediumLow,MediumHigh,MediumHigh,Medium,MediumHigh,MediumLow,Medium,White
High,MediumLow,Medium,MediumLow,Medium,High,MediumHigh,Red
High,Medium,MediumLow,MediumLow,Medium,High,High,Red
MediumHigh,Medium,MediumLow,MediumLow,High,High,MediumHigh,Red
Medium,High,High,High,MediumLow,MediumHigh,MediumHigh,White
MediumHigh,MediumHigh,High,High,MediumHigh,Medium,High,White
MediumLow,MediumHigh,Medium,MediumLow,MediumHigh,MediumLow,High,White
High,Medium,MediumLow,Medium,Medium,High,Medium,Red
Medium,MediumLow,MediumLow,MediumHigh,Medium,High,High,White
High,High,Medium,MediumHigh,Medium,Medium,MediumHigh,White
MediumHigh,High,High,High,Medium,MediumHigh,MediumLow,White
MediumHigh,MediumLow,Medium,High,MediumHigh,MediumHigh,MediumLow,White
High,Medium,MediumLow,MediumLow,Medium,High,Medium,Red
MediumLow,MediumHigh,High,High,MediumHigh,MediumHigh,Medium,White
MediumHigh,High,High,MediumHigh,Medium,Medium,Medium,White
MediumHigh,MediumHigh,Medium,MediumHigh,MediumLow,High,MediumHigh,White
MediumHigh,High,MediumHigh,High,Medium,Medium,MediumLow,White
High,Medium,MediumLow,MediumLow,Medium,MediumHigh,High,Red
High,MediumHigh,Medium,MediumLow,MediumLow,High,Medium,Red
MediumHigh,MediumLow,MediumHigh,MediumHigh,MediumHigh,Medium,High,White
Medium,Medium,MediumHigh,MediumLow,High,MediumHigh,High,Red
High,High,Medium,High,MediumLow,MediumLow,MediumHigh,White
MediumLow,MediumLow,MediumLow,MediumLow,High,Medium,High,White
MediumHigh,MediumLow,Medium,MediumLow,MediumHigh,MediumLow,MediumHigh,White
High,Medium,MediumLow,MediumLow,MediumHigh,High,MediumLow,Red
MediumHigh,MediumHigh,MediumHigh,MediumHigh,MediumLow,High,High,White
Medium,MediumHigh,MediumHigh,Medium,MediumHigh,High,High,White
Medium,MediumHigh,Medium,MediumHigh,MediumLow,MediumLow,High,White
Medium,High,Medium,Medium,High,MediumHigh,High,Red
High,MediumLow,High,Medium,High,High,High,Red
MediumHigh,MediumHigh,High,High,Medium,MediumHigh,MediumLow,White
High,Medium,MediumHigh,MediumHigh,Medium,High,MediumLow,Red
MediumHigh,High,High,High,MediumLow,MediumLow,MediumLow,White
Medium,MediumHigh,MediumHigh,MediumHigh,MediumHigh,Medium,Medium,White
MediumLow,Medium,MediumHigh,Medium,High,MediumHigh,High,White
Medium,High,High,MediumHigh,Medium,Medium,MediumLow,White
MediumHigh,MediumLow,MediumLow,Medium,MediumLow,Medium,MediumHigh,White
MediumLow,Medium,MediumHigh,MediumHigh,High,Medium,Medium,White
Medium,High,Medium,MediumHigh,MediumLow,Medium,MediumLow,White
MediumHigh,MediumHigh,MediumHigh,High,Medium,Medium,MediumLow,White
MediumHigh,MediumLow,MediumHigh,MediumHigh,Medium,Medium,MediumHigh,White
MediumHigh,MediumLow,Medium,MediumHigh,High,Medium,MediumHigh,White
MediumLow,High,MediumHigh,MediumHigh,MediumHigh,Medium,MediumLow,White
Medium,MediumHigh,MediumHigh,MediumHigh,MediumLow,Medium,MediumLow,White
High,MediumHigh,MediumLow,MediumLow,MediumHigh,High,High,Red
Medium,MediumLow,MediumLow,MediumHigh,High,MediumHigh,MediumHigh,White
MediumLow,MediumLow,MediumHigh,High,High,MediumHigh,MediumLow,White
MediumHigh,MediumLow,Medium,MediumLow,High,Medium,MediumLow,Red
MediumHigh,High,MediumHigh,MediumHigh,MediumHigh,MediumLow,MediumLow,White
MediumLow,MediumHigh,High,High,MediumHigh,MediumHigh,Medium,White
MediumHigh,MediumLow,Medium,MediumHigh,Medium,MediumLow,Medium,White
MediumHigh,High,High,High,Medium,Medium,Medium,White
Medium,MediumHigh,MediumHigh,MediumHigh,Medium,MediumHigh,MediumHigh,White
High,Medium,MediumLow,MediumLow,MediumHigh,High,Medium,Red
High,Medium,MediumHigh,MediumLow,High,High,High,Red
Medium,High,High,High,Medium,Medium,Medium,White
MediumLow,MediumLow,MediumHigh,MediumHigh,High,MediumHigh,MediumHigh,White
High,High,MediumHigh,Medium,MediumLow,MediumLow,MediumHigh,White
Medium,MediumLow,Medium,MediumHigh,Medium,Medium,MediumHigh,White
MediumLow,MediumHigh,MediumHigh,MediumHigh,High,MediumHigh,Medium,White
MediumLow,High,High,MediumHigh,MediumHigh,MediumHigh,MediumHigh,White
MediumLow,MediumHigh,MediumLow,Medium,MediumHigh,MediumLow,MediumHigh,White
Medium,MediumLow,MediumHigh,Medium,High,MediumHigh,MediumHigh,White
MediumHigh,MediumLow,Medium,Medium,Medium,Medium,Medium,White
Medium,MediumLow,MediumLow,MediumLow,MediumLow,MediumHigh,Medium,White
MediumHigh,High,High,High,Medium,Medium,MediumLow,White
Medium,High,MediumHigh,MediumHigh,MediumLow,Medium,MediumLow,White
High,Medium,Medium,MediumLow,High,High,MediumHigh,Red
MediumHigh,High,MediumLow,Medium,MediumLow,MediumLow,MediumLow,White
Medium,High,MediumLow,Medium,Medium,MediumLow,Medium,White
Medium,MediumLow,High,High,Medium,Medium,MediumHigh,White
MediumHigh,MediumLow,MediumLow,MediumLow,High,MediumHigh,Medium,Red
Medium,MediumHigh,Medium,Medium,MediumHigh,MediumLow,Medium,White
MediumLow,MediumHigh,MediumLow,Medium,MediumHigh,Medium,High,White
High,Medium,MediumLow,MediumLow,Medium,Medium,Medium,Red
MediumHigh,MediumLow,MediumHigh,MediumHigh,MediumHigh,Medium,MediumHigh,White
Medium,MediumLow,MediumHigh,High,MediumLow,MediumLow,High,White
High,MediumHigh,MediumLow,MediumLow,MediumLow,MediumLow,MediumHigh,White
MediumLow,MediumHigh,High,Medium,MediumHigh,MediumHigh,High,White
Medium,MediumLow,Medium,MediumHigh,MediumLow,MediumLow,Medium,White
MediumLow,High,Medium,High,Medium,Medium,MediumLow,White
Medium,MediumHigh,MediumHigh,Medium,Medium,MediumLow,MediumHigh,White
Medium,MediumLow,MediumHigh,Medium,Medium,High,High,White
High,High,High,High,MediumLow,Medium,Medium,White
MediumHigh,Medium,High,High,MediumHigh,MediumLow,High,White
High,MediumLow,High,High,MediumLow,High,Medium,White
MediumLow,MediumHigh,High,MediumHigh,High,MediumLow,MediumHigh,White
Medium,High,High,High,MediumLow,MediumHigh,Medium,White
Medium,MediumHigh,High,High,Medium,Medium,MediumLow,White
Medium,MediumLow,High,MediumHigh,Medium,High,High,White
High,High,High,MediumHigh,MediumLow,MediumLow,High,White
Medium,MediumHigh,MediumHigh,Medium,Medium,MediumLow,High,White
MediumLow,High,MediumHigh,Medium,High,MediumLow,MediumHigh,White
Medium,MediumLow,MediumLow,MediumLow,MediumLow,High,High,White
MediumHigh,MediumLow,High,High,MediumHigh,High,MediumLow,White
MediumHigh,High,MediumHigh,High,MediumLow,MediumLow,MediumLow,White
MediumHigh,MediumLow,Medium,MediumHigh,Medium,High,MediumHigh,White
MediumLow,MediumHigh,MediumHigh,MediumHigh,High,MediumHigh,Medium,White
Medium,MediumHigh,High,High,Medium,Medium,Medium,White
MediumLow,MediumLow,MediumHigh,Medium,MediumHigh,MediumLow,Medium,White
High,Medium,Medium,MediumHigh,MediumHigh,MediumHigh,MediumLow,Red
Medium,Medium,MediumLow,Medium,Medium,MediumHigh,High,White
Medium,MediumLow,MediumLow,MediumLow,High,High,Medium,Red
Medium,High,High,High,MediumLow,MediumHigh,MediumHigh,White
Medium,MediumHigh,High,High,High,MediumHigh,Medium,White
MediumHigh,Medium,Medium,MediumLow,Medium,High,High,White
MediumHigh,MediumLow,High,MediumHigh,MediumLow,MediumHigh,MediumLow,White
MediumLow,MediumHigh,Medium,Medium,High,Medium,High,White
MediumHigh,Medium,MediumLow,MediumLow,High,Medium,MediumLow,Red
MediumLow,High,MediumHigh,Medium,MediumHigh,Medium,MediumHigh,White
Medium,MediumHigh,Medium,High,Medium,MediumLow,High,White
Medium,High,High,MediumHigh,High,MediumHigh,MediumHigh,White
High,MediumLow,Medium,MediumLow,MediumHigh,High,MediumLow,Red
MediumHigh,High,High,High,Medium,Medium,MediumLow,White
MediumHigh,MediumHigh,MediumHigh,MediumHigh,High,Medium,High,White
MediumHigh,High,High,High,MediumLow,Medium,MediumLow,White
MediumHigh,High,Medium,Medium,MediumLow,MediumHigh,Medium,White
MediumHigh,MediumHigh,Medium,MediumHigh,Medium,Medium,MediumHigh,White
Medium,MediumHigh,MediumHigh,MediumHigh,Medium,High,MediumHigh,White
MediumLow,MediumHigh,High,High,MediumHigh,High,MediumHigh,White
MediumHigh,Medium,MediumLow,MediumLow,High,MediumHigh,MediumLow,Red
MediumLow,High,Medium,Medium,High,MediumHigh,Medium,White
MediumHigh,Medium,Medium,High,MediumHigh,MediumHigh,Medium,White
MediumHigh,MediumLow,Medium,Medium,Medium,MediumLow,MediumHigh,White
Medium,MediumLow,MediumHigh,Medium,Medium,MediumLow,High,White
High,MediumHigh,MediumHigh,MediumHigh,MediumHigh,MediumLow,Medium,White
MediumHigh,Medium,MediumHigh,MediumHigh,High,Medium,MediumHigh,White
MediumLow,MediumHigh,Medium,Medium,Medium,High,High,White
Medium,Medium,MediumLow,MediumLow,High,Medium,High,Red
High,Medium,MediumHigh,Medium,MediumHigh,High,MediumHigh,Red
MediumLow,MediumLow,Medium,MediumLow,MediumHigh,MediumHigh,High,White
MediumHigh,High,Medium,Medium,MediumLow,MediumLow,High,White
Medium,MediumHigh,Medium,Medium,MediumLow,MediumLow,MediumLow,White
MediumLow,MediumLow,High,High,MediumHigh,MediumLow,MediumHigh,White
High,MediumLow,MediumHigh,Medium,MediumLow,MediumHigh,High,White
High,MediumHigh,MediumLow,MediumLow,MediumLow,High,MediumHigh,Red
Medium,MediumLow,MediumHigh,MediumHigh,High,MediumHigh,MediumHigh,White
High,Medium,MediumLow,MediumLow,MediumHigh,MediumHigh,Medium,Red
High,Medium,MediumLow,Medium,MediumHigh,Medium,High,White
High,Medium,MediumLow,MediumLow,MediumHigh,High,High,Red
MediumHigh,High,MediumHigh,High,Medium,MediumLow,High,White
High,Medium,MediumLow,MediumLow,High,MediumHigh,Medium,Red
MediumHigh,High,High,High,MediumHigh,Medium,MediumLow,White
High,MediumHigh,MediumHigh,MediumHigh,High,Medium,MediumHigh,White
Medium,High,Medium,Medium,High,MediumLow,High,White
MediumLow,Medium,MediumLow,MediumHigh,Medium,High,MediumHigh,White
MediumLow,MediumLow,MediumLow,MediumLow,High,High,MediumLow,Red
High,MediumLow,MediumLow,MediumLow,Medium,MediumHigh,MediumLow,Red
MediumHigh,Medium,MediumHigh,MediumLow,High,High,High,Red
Medium,High,MediumHigh,MediumHigh,MediumHigh,MediumLow,MediumLow,White
High,MediumHigh,High,High,MediumHigh,MediumLow,High,White
MediumHigh,High,High,High,MediumLow,MediumHigh,MediumLow,White
Medium,Medium,MediumHigh,MediumHigh,High,Medium,High,White
MediumHigh,High,High,High,Medium,High,MediumLow,White
MediumHigh,High,MediumLow,Medium,MediumLow,Medium,High,White
MediumHigh,High,High,High,MediumLow,Medium,MediumLow,White
Medium,Medium,MediumHigh,Medium,Medium,MediumHigh,MediumHigh,White
High,MediumHigh,High,High,High,High,MediumHigh,White
MediumLow,Medium,Medium,High,High,Medium,MediumHigh,White
Medium,High,High,High,MediumHigh,MediumHigh,MediumLow,White
High,Medium,MediumLow,Medium,Medium,High,MediumLow,Red
High,Medium,MediumLow,MediumLow,MediumHigh,High,Medium,Red
High,Medium,Medium,Medium,MediumHigh,High,Medium,Red
MediumLow,MediumLow,High,MediumHigh,High,Medium,MediumHigh,White
